RSI(14)_value,RSI(14)_status,"STOCH(9,6)_value","STOCH(9,6)_status",STOCHRSI(14)_value,STOCHRSI(14)_status,"MACD(12,26)_value","MACD(12,26)_status",ATR(14)_value,ATR(14)_status,ADX(14)_value,ADX(14)_status,CCI(14)_value,CCI(14)_status,Highs/Lows(14)_value,Highs/Lows(14)_status,UO_value,UO_status,ROC_value,ROC_status,WilliamsR_value,WilliamsR_status,BullBear(13)_value,BullBear(13)_status,Summary_value,Summary_status,Fiyat,Degisim,Hisse,Tarih,MA5_state,MA5_value,MA10_state,MA10_value,MA20_state,MA20_value,MA50_state,MA50_value,MA100_state,MA100_value,MA200_state,MA200_value,Summary_state,Summary_value
38.992,Sell,18.718,Oversold,1.555,Oversold,-0.033,Sell,0.0757,Less Volatility,43.083,Sell,-120.1905,Sell,-0.1143,Sell,32.865,Sell,-7.558,Sell,-93.939,Oversold,-0.1520,Sell,Buy (0) ,Strong Sell,1.59,-0.63,IEYHO,2023-03-23,SAT,1.612,SAT,1.703,SAT,1.723,SAT,1.720,SAT,1.898,AL,1.427,SAT,Buy (2)
37.123,Sell,14.176,Oversold,17.862,Oversold,-0.180,Sell,0.1614,Less Volatility,41.559,Sell,-91.1494,Sell,-0.2629,Sell,28.254,Oversold,-12.211,Sell,-87.912,Oversold,-0.4400,Sell,Buy (0) ,Strong Sell,4.19,+2.20,HLGYO,2023-03-23,AL,4.158,SAT,4.328,SAT,4.605,SAT,4.722,SAT,4.985,AL,3.899,SAT,Buy (3)
37.598,Sell,16.987,Oversold,34.146,Sell,-2.354,Sell,2.0229,Less Volatility,29.945,Neutral,-95.0955,Sell,-0.8243,Sell,25.987,Oversold,-5.572,Sell,-82.051,Oversold,-2.4940,Sell,Buy (0) ,Strong Sell,39.28,+1.08,KOZAA,2023-03-23,AL,39.000,SAT,40.386,SAT,41.789,SAT,47.169,SAT,46.685,AL,37.456,SAT,Buy (3)
49.618,Neutral,17.466,Oversold,15.728,Oversold,0.022,Buy,0.8036,Less Volatility,24.588,Neutral,-55.7036,Sell,-0.1957,Sell,41.430,Sell,-2.000,Sell,-81.273,Oversold,0.0700,Buy,Buy (2) ,Sell,12.27,-0.49,BERA,2023-03-23,AL,12.186,SAT,12.426,SAT,12.534,AL,11.993,SAT,13.238,AL,10.843,SAT,Buy (5)
43.537,Sell,28.561,Sell,24.036,Oversold,-0.045,Sell,0.1250,Less Volatility,34.113,Sell,-112.5296,Sell,-0.1064,Sell,32.715,Sell,-3.158,Sell,-79.167,Sell,-0.1740,Sell,Buy (0) ,Strong Sell,2.76,+0.73,HDFGS,2023-03-23,SAT,2.772,SAT,2.868,SAT,2.909,SAT,2.909,SAT,3.208,AL,2.728,SAT,Buy (1)
31.803,Sell,17.537,Oversold,7.696,Oversold,-0.243,Sell,0.1500,Less Volatility,58.742,Sell,-112.3273,Sell,-0.3621,Sell,30.877,Sell,-15.865,Sell,-92.391,Oversold,-0.6260,Sell,Buy (0) ,Strong Sell,3.48,+0.29,VKGYO,2023-03-23,SAT,3.558,SAT,3.773,SAT,4.006,SAT,4.337,SAT,4.485,SAT,3.600,SAT,Buy (0)
52.437,Neutral,24.962,Sell,51.439,Neutral,0.240,Buy,0.8179,Less Volatility,33.891,Sell,-74.2542,Sell,0.0000,Neutral,35.837,Sell,-12.314,Sell,-60.333,Sell,-0.8600,Sell,Buy (1) ,Strong Sell,10.47,+8.16,AFYON,2023-03-23,AL,10.03,AL,10.45,SAT,11.13,AL,9.19,AL,8.46,AL,6.40,AL,Buy (11)
40.692,Sell,27.941,Sell,6.260,Oversold,-0.192,Sell,0.7493,High Volatility,44.285,Sell,-130.8359,Sell,-1.3029,Sell,35.692,Sell,-5.034,Sell,-91.184,Oversold,-1.8200,Sell,Buy (0) ,Strong Sell,8.28,+2.10,GLRYH,2023-03-23,SAT,8.818,SAT,9.751,SAT,9.438,SAT,9.393,SAT,9.059,AL,6.258,SAT,Buy (2)
47.863,Neutral,14.921,Oversold,15.451,Oversold,-0.186,Sell,3.4257,Less Volatility,34.867,Buy,-64.3152,Sell,-1.5900,Sell,35.445,Sell,-24.262,Sell,-85.759,Oversold,-2.0740,Sell,Buy (1) ,Strong Sell,38.74,+4.48,ISDMR,2023-03-23,AL,37.640,SAT,38.884,SAT,42.659,AL,37.427,AL,33.965,AL,29.437,AL,Buy (8)
47.081,Neutral,27.184,Sell,25.752,Sell,-0.023,Sell,0.3600,High Volatility,22.872,Buy,-23.0595,Neutral,-0.0407,Sell,26.014,Oversold,11.290,Buy,-70.064,Sell,-0.0620,Sell,Buy (2) ,Strong Sell,4.12,+0.98,YESIL,2023-03-23,SAT,4.224,SAT,4.470,SAT,4.151,SAT,4.375,SAT,4.195,AL,2.894,SAT,Buy (3)
62.234,Buy,58.755,Buy,88.624,Overbought,0.218,Buy,0.5800,High Volatility,40.646,Buy,163.3839,Buy,0.4579,Buy,54.762,Buy,15.670,Buy,-22.596,Buy,1.5540,Buy,Buy (10) ,Strong Buy,12.18,+0.66,NTHOL,2023-03-23,AL,11.938,AL,11.545,AL,11.169,AL,11.203,SAT,13.015,SAT,12.356,AL,Buy (10)
46.452,Neutral,34.907,Sell,24.887,Oversold,-0.096,Sell,0.5343,Less Volatility,22.592,Neutral,-138.8753,Sell,-0.2943,Sell,32.611,Sell,-8.232,Sell,-76.111,Sell,-0.7080,Sell,Buy (0) ,Strong Sell,9.0,+3.33,GLYHO,2023-03-23,SAT,9.088,SAT,9.417,SAT,9.385,SAT,9.388,SAT,9.794,AL,6.952,SAT,Buy (3)
72.170,Buy,71.521,Buy,81.604,Overbought,0.343,Buy,0.2929,High Volatility,81.163,Overbought,132.5120,Buy,0.6071,Buy,59.275,Buy,47.541,Buy,-14.620,Overbought,1.3460,Buy,Buy (8) ,Strong Buy,4.5,-2.81,CRDFA,2023-03-23,AL,4.344,AL,4.015,AL,3.533,AL,3.285,AL,3.591,AL,3.011,AL,Buy (12)
61.770,Buy,68.286,Buy,24.991,Oversold,11.930,Buy,12.1750,High Volatility,46.950,Buy,54.1963,Buy,2.6036,Buy,49.087,Neutral,41.261,Buy,-41.550,Buy,17.3280,Buy,Buy (9) ,Strong Buy,127.7,-2.67,SDTTR,2023-03-23,SAT,135.30,SAT,128.13,AL,111.19,AL,98.47,AL,50.40,AL,25.20,AL,Buy (9)
42.952,Sell,28.414,Sell,22.917,Oversold,-0.670,Sell,1.1486,Less Volatility,23.266,Neutral,-93.0615,Sell,-0.9329,Sell,37.688,Sell,-2.719,Sell,-77.108,Sell,-1.7000,Sell,Buy (0) ,Strong Sell,29.36,+0.69,ENJSA,2023-03-23,AL,29.31,SAT,30.24,SAT,31.01,SAT,31.59,SAT,30.19,AL,23.19,SAT,Buy (4)
38.496,Sell,17.046,Oversold,0.000,Oversold,-0.793,Sell,1.1257,Less Volatility,42.376,Sell,-101.3848,Sell,-1.7914,Sell,32.372,Sell,-17.662,Sell,-95.041,Oversold,-2.2660,Sell,Buy (0) ,Strong Sell,16.55,-0.48,TUKAS,2023-03-23,SAT,17.024,SAT,17.635,SAT,18.913,SAT,19.123,SAT,20.496,AL,15.647,SAT,Buy (2)
54.877,Neutral,32.944,Sell,19.079,Oversold,0.080,Buy,0.1321,Less Volatility,36.208,Buy,-43.6756,Neutral,-0.0100,Sell,37.337,Sell,16.667,Buy,-47.273,Neutral,-0.0400,Sell,Buy (3) ,Sell,2.17,+2.36,FORMT,2023-03-23,AL,2.17,SAT,2.25,AL,2.13,AL,1.94,AL,2.01,AL,1.88,AL,Buy (10)
36.948,Sell,14.409,Oversold,17.228,Oversold,-0.370,Sell,0.3443,Less Volatility,33.406,Sell,-107.2891,Sell,-0.4129,Sell,24.161,Oversold,-9.077,Sell,-90.667,Oversold,-0.7080,Sell,Buy (0) ,Strong Sell,5.91,+2.25,PSGYO,2023-03-23,SAT,5.94,SAT,6.27,SAT,6.47,SAT,7.13,SAT,7.86,SAT,5.93,SAT,Buy (0)
52.418,Neutral,26.369,Sell,55.919,Buy,0.100,Buy,0.3621,Less Volatility,25.798,Buy,2.9039,Neutral,0.0000,Neutral,42.805,Sell,0.577,Buy,-61.429,Sell,-0.1540,Sell,Buy (4) ,Neutral,6.96,+5.94,BUCIM,2023-03-23,AL,6.73,AL,6.79,SAT,6.98,AL,6.39,AL,6.06,AL,4.69,AL,Buy (11)
41.618,Sell,22.500,Sell,29.203,Sell,-0.080,Sell,0.1057,Less Volatility,35.176,Sell,-108.5310,Sell,-0.0793,Sell,30.564,Sell,-4.450,Sell,-80.000,Sell,-0.1600,Sell,Buy (0) ,Strong Sell,3.65,+1.11,TSPOR,2023-03-23,AL,3.644,SAT,3.731,SAT,3.757,SAT,3.903,SAT,4.339,SAT,4.596,SAT,Buy (1)
46.791,Neutral,27.598,Sell,0.000,Oversold,-0.005,Sell,0.1114,Less Volatility,27.100,Neutral,-142.3002,Sell,-0.0471,Sell,34.655,Sell,0.000,Neutral,-92.308,Oversold,-0.0620,Sell,Buy (0) ,Strong Sell,2.01,-0.99,EUHOL,2023-03-23,SAT,2.044,SAT,2.082,SAT,2.067,SAT,2.062,SAT,2.109,AL,1.752,SAT,Buy (3)
45.531,Neutral,19.282,Oversold,3.663,Oversold,0.000,Neutral,0.1329,Less Volatility,33.396,Sell,-98.7859,Sell,-0.0793,Sell,43.349,Sell,-0.450,Sell,-91.803,Oversold,-0.1280,Sell,Buy (0) ,Strong Sell,2.22,+0.91,SEGYO,2023-03-23,SAT,2.23,SAT,2.30,SAT,2.33,SAT,2.22,SAT,2.42,AL,1.84,SAT,Buy (3)
39.590,Sell,16.328,Oversold,0.000,Oversold,-0.598,Sell,1.1450,Less Volatility,36.730,Sell,-127.2529,Sell,-1.8186,Sell,26.171,Oversold,-22.511,Sell,-96.595,Oversold,-2.0160,Sell,Buy (0) ,Strong Sell,10.36,-1.33,FLAP,2023-03-23,SAT,10.868,SAT,11.877,SAT,12.471,SAT,12.623,SAT,11.082,AL,8.416,SAT,Buy (2)
34.478,Sell,19.731,Oversold,10.936,Oversold,-0.518,Sell,0.4286,Less Volatility,54.621,Sell,-127.5354,Sell,-0.8043,Sell,25.501,Oversold,-9.656,Sell,-92.827,Oversold,-1.3580,Sell,Buy (0) ,Strong Sell,11.04,+1.01,VESBE,2023-03-23,SAT,11.200,SAT,11.621,SAT,12.064,SAT,12.847,SAT,12.349,AL,10.770,SAT,Buy (2)
72.661,Buy,58.760,Buy,100.000,Overbought,0.731,Buy,0.7750,High Volatility,47.340,Buy,209.3067,Overbought,1.4907,Buy,62.193,Buy,37.432,Buy,-1.671,Overbought,2.6420,Buy,Buy (8) ,Strong Buy,12.7,+3.34,KRSTL,2023-03-23,AL,11.566,AL,11.197,AL,10.413,AL,9.382,AL,8.739,AL,7.718,AL,Buy (12)
55.188,Buy,52.285,Neutral,37.902,Sell,2.370,Buy,5.2571,Less Volatility,26.703,Neutral,9.7923,Neutral,0.0000,Neutral,41.811,Sell,-1.699,Sell,-50.156,Neutral,4.8360,Buy,Buy (3) ,Neutral,86.45,+1.53,SMRTG,2023-03-23,SAT,87.62,AL,85.63,AL,84.53,AL,78.18,SAT,89.73,AL,57.30,AL,Buy (10)
40.820,Sell,17.404,Oversold,8.377,Oversold,-1.180,Sell,1.9629,Less Volatility,31.730,Neutral,-106.4505,Sell,-2.6471,Sell,37.775,Sell,-6.539,Sell,-92.257,Oversold,-3.3380,Sell,Buy (0) ,Strong Sell,35.12,-0.06,TKFEN,2023-03-23,SAT,35.53,SAT,37.67,SAT,38.02,SAT,39.19,SAT,40.76,AL,34.05,SAT,Buy (2)
47.661,Neutral,35.031,Sell,28.352,Sell,-0.042,Sell,0.3586,Less Volatility,41.089,Buy,-90.2385,Sell,-0.0657,Sell,43.172,Sell,-1.997,Sell,-75.000,Sell,-0.1840,Sell,Buy (1) ,Strong Sell,5.87,-0.17,MERKO,2023-03-23,SAT,6.028,SAT,6.038,SAT,6.028,SAT,6.064,SAT,6.958,AL,5.783,SAT,Buy (1)
48.058,Neutral,23.192,Sell,29.153,Sell,-0.021,Sell,0.1057,Less Volatility,24.291,Buy,-47.0091,Neutral,0.0000,Neutral,39.731,Sell,1.402,Buy,-75.758,Sell,0.0060,Buy,Buy (3) ,Sell,2.18,+1.40,AKYHO,2023-03-23,AL,2.150,SAT,2.183,SAT,2.185,SAT,2.218,SAT,2.567,SAT,2.249,SAT,Buy (3)
37.501,Sell,33.586,Sell,50.806,Neutral,-0.157,Sell,0.1714,Less Volatility,22.708,Buy,-118.9791,Sell,-0.1871,Sell,25.364,Oversold,-12.276,Sell,-70.238,Sell,-0.3180,Sell,Buy (1) ,Strong Sell,3.43,+1.78,MARTI,2023-03-23,AL,3.392,SAT,3.586,SAT,3.686,SAT,3.903,SAT,5.674,SAT,4.365,SAT,Buy (1)
42.442,Sell,27.418,Sell,28.761,Sell,-11.330,Sell,10.9071,Less Volatility,32.715,Buy,-103.6266,Sell,-11.1071,Sell,31.832,Sell,-9.570,Sell,-79.332,Sell,-12.1720,Sell,Buy (1) ,Strong Sell,205.9,-0.53,GUBRF,2023-03-23,SAT,206.24,SAT,216.76,SAT,222.31,SAT,245.62,SAT,226.87,AL,165.28,SAT,Buy (2)
53.846,Neutral,45.689,Neutral,55.091,Buy,0.190,Buy,2.8214,High Volatility,26.513,Buy,99.6077,Buy,1.8393,Buy,59.626,Buy,7.926,Buy,-48.649,Neutral,4.6500,Buy,Buy (8) ,Strong Buy,58.35,-2.18,FENER,2023-03-23,SAT,58.67,AL,55.94,AL,55.18,AL,57.91,SAT,64.07,AL,58.38,AL,Buy (9)
53.459,Neutral,30.418,Sell,16.010,Oversold,4.340,Buy,8.5286,Less Volatility,33.557,Sell,-86.5382,Sell,-2.5357,Sell,42.421,Sell,-5.795,Sell,-73.616,Sell,0.8760,Buy,Buy (2) ,Strong Sell,183.1,-0.76,TOASO,2023-03-23,AL,182.98,SAT,187.22,SAT,185.06,AL,168.07,AL,151.66,AL,116.80,AL,Buy (8)
41.745,Sell,30.558,Sell,30.182,Sell,-0.320,Sell,0.4171,Less Volatility,39.559,Sell,-99.4369,Sell,-0.2971,Sell,33.792,Sell,-8.491,Sell,-82.581,Oversold,-0.4140,Sell,Buy (0) ,Strong Sell,7.75,+0.39,HUNER,2023-03-23,SAT,7.87,SAT,7.99,SAT,8.21,SAT,8.81,SAT,10.36,AL,7.17,SAT,Buy (2)
46.663,Neutral,48.649,Neutral,36.178,Sell,-0.126,Sell,0.2700,Less Volatility,27.151,Neutral,-66.2026,Sell,0.0000,Neutral,40.862,Sell,1.658,Buy,-62.162,Sell,-0.0140,Sell,Buy (1) ,Strong Sell,6.1,-0.65,PENGD,2023-03-23,SAT,6.200,SAT,6.199,SAT,6.159,SAT,6.570,SAT,7.369,SAT,6.890,SAT,Buy (0)
49.548,Neutral,24.522,Sell,19.636,Oversold,0.010,Buy,0.1493,Less Volatility,29.987,Buy,-80.6767,Sell,-0.0300,Sell,33.183,Sell,0.629,Buy,-79.592,Sell,-0.0600,Sell,Buy (3) ,Strong Sell,3.2,+1.27,KLSYN,2023-03-23,SAT,3.22,SAT,3.23,SAT,3.23,AL,3.16,SAT,3.50,AL,3.15,SAT,Buy (5)
47.543,Neutral,29.314,Sell,38.419,Sell,-0.130,Sell,0.4500,Less Volatility,33.030,Sell,-59.4158,Sell,0.0000,Neutral,38.813,Sell,3.418,Buy,-70.213,Sell,-0.2120,Sell,Buy (1) ,Strong Sell,6.92,+4.22,PRDGS,2023-03-23,AL,6.88,SAT,7.12,SAT,7.04,SAT,7.34,SAT,9.32,AL,6.23,SAT,Buy (4)
43.127,Sell,31.383,Sell,56.545,Buy,-0.381,Sell,0.6386,High Volatility,24.896,Neutral,-73.8182,Sell,-0.1329,Sell,31.288,Sell,-12.731,Sell,-80.309,Oversold,-0.0940,Sell,Buy (1) ,Strong Sell,7.99,-1.48,HATEK,2023-03-23,SAT,8.032,SAT,8.111,SAT,8.228,SAT,9.206,SAT,10.099,SAT,8.661,SAT,Buy (0)
64.029,Buy,58.615,Buy,44.534,Sell,1.160,Buy,1.1786,Less Volatility,46.693,Buy,73.7928,Buy,0.3021,Buy,49.511,Neutral,17.540,Buy,-26.238,Buy,1.4640,Buy,Buy (9) ,Strong Buy,19.22,+5.37,BOBET,2023-03-23,AL,18.90,AL,18.85,AL,17.52,AL,15.12,AL,14.26,AL,10.51,AL,Buy (12)
61.756,Buy,51.775,Neutral,34.434,Sell,0.413,Buy,0.3714,High Volatility,64.209,Buy,89.8722,Buy,0.3836,Buy,56.493,Buy,32.898,Buy,-50.752,Neutral,1.0420,Buy,Buy (8) ,Strong Buy,5.04,-9.52,ANELE,2023-03-23,SAT,5.346,AL,4.777,AL,4.338,AL,3.933,AL,4.060,AL,3.518,AL,Buy (10)
49.990,Neutral,22.324,Sell,3.189,Oversold,0.080,Buy,0.8364,Less Volatility,43.449,Buy,-82.0616,Sell,-0.2364,Sell,33.926,Sell,0.077,Buy,-89.781,Oversold,0.0660,Buy,Buy (4) ,Neutral,13.0,-1.14,PLTUR,2023-03-23,SAT,13.20,SAT,13.48,SAT,13.17,AL,12.91,AL,9.17,AL,4.58,SAT,Buy (5)
48.448,Neutral,23.555,Sell,1.425,Oversold,0.046,Buy,0.2693,Less Volatility,30.134,Neutral,-121.8066,Sell,-0.2100,Sell,28.275,Oversold,-1.996,Sell,-91.919,Oversold,-0.1880,Sell,Buy (1) ,Sell,4.46,+1.13,AKENR,2023-03-23,SAT,4.516,SAT,4.647,SAT,4.530,AL,4.323,SAT,4.720,AL,3.443,SAT,Buy (4)
48.847,Neutral,38.732,Sell,10.749,Oversold,-0.090,Sell,1.6929,Less Volatility,41.779,Buy,-27.7921,Neutral,-0.2286,Sell,36.006,Sell,10.728,Buy,-60.298,Sell,-0.4060,Sell,Buy (2) ,Strong Sell,33.4,-0.24,ULKER,2023-03-23,SAT,34.52,SAT,35.07,AL,33.17,SAT,34.89,SAT,34.95,AL,26.38,SAT,Buy (4)
38.116,Sell,30.601,Sell,27.420,Sell,-0.530,Sell,0.5293,Less Volatility,31.434,Sell,-128.2173,Sell,-0.7493,Sell,31.685,Sell,-10.859,Sell,-79.918,Sell,-1.2740,Sell,Buy (0) ,Strong Sell,10.98,+0.64,KERVT,2023-03-23,SAT,11.12,SAT,11.65,SAT,12.02,SAT,12.78,SAT,13.39,AL,10.48,SAT,Buy (2)
53.066,Neutral,55.466,Buy,56.209,Buy,0.099,Buy,0.3564,Less Volatility,29.568,Buy,-7.1323,Neutral,0.0000,Neutral,43.204,Sell,-2.843,Sell,-47.000,Neutral,0.1720,Buy,Buy (5) ,Buy,7.86,-0.88,DGNMO,2023-03-23,SAT,7.898,AL,7.826,SAT,7.863,AL,7.519,AL,7.428,AL,5.274,AL,Buy (8)
62.991,Buy,64.393,Buy,0.000,Oversold,9.980,Buy,6.0436,High Volatility,44.727,Buy,57.2955,Buy,0.0000,Neutral,44.649,Sell,42.738,Buy,-33.830,Buy,8.0780,Buy,Buy (8) ,Strong Buy,59.6,-2.30,BVSAN,2023-03-23,SAT,61.27,SAT,60.46,AL,52.62,AL,28.95,AL,14.48,AL,7.24,AL,Buy (9)
45.370,Neutral,22.619,Sell,26.145,Sell,-0.113,Sell,0.3307,Less Volatility,38.759,Neutral,-80.4268,Sell,-0.2179,Sell,34.810,Sell,-0.172,Sell,-77.273,Sell,-0.3040,Sell,Buy (0) ,Strong Sell,5.81,+0.87,ISFIN,2023-03-23,AL,5.748,SAT,6.075,SAT,6.062,SAT,6.143,SAT,7.355,SAT,6.630,SAT,Buy (1)
46.075,Neutral,22.968,Sell,5.426,Oversold,0.001,Buy,0.0764,Less Volatility,38.329,Buy,-94.5455,Sell,-0.0571,Sell,39.936,Sell,-1.911,Sell,-90.323,Oversold,-0.0360,Sell,Buy (2) ,Strong Sell,1.54,-1.28,IHEVA,2023-03-23,SAT,1.566,SAT,1.617,SAT,1.594,SAT,1.561,SAT,1.774,AL,1.459,SAT,Buy (2)
59.709,Buy,69.979,Buy,62.453,Buy,0.630,Buy,1.4093,High Volatility,48.958,Buy,92.2968,Buy,0.3486,Buy,51.024,Buy,26.923,Buy,-25.506,Buy,1.7400,Buy,Buy (11) ,Strong Buy,18.12,+1.34,OZSUB,2023-03-23,SAT,18.30,AL,17.51,AL,16.32,AL,16.23,AL,13.35,AL,6.68,AL,Buy (11)
50.496,Neutral,42.554,Sell,86.109,Overbought,-0.023,Sell,0.1386,Less Volatility,37.540,Neutral,6.5844,Neutral,0.0000,Neutral,48.361,Sell,-3.283,Sell,-36.066,Buy,0.0560,Buy,Buy (2) ,Sell,3.82,+1.87,USAK,2023-03-23,AL,3.674,AL,3.720,SAT,3.896,AL,3.753,SAT,3.971,AL,3.366,AL,Buy (9)
50.690,Neutral,28.769,Sell,15.012,Oversold,2.070,Buy,7.0071,Less Volatility,36.158,Sell,-85.2073,Sell,-3.9357,Sell,41.087,Sell,-2.060,Sell,-78.547,Sell,-2.9740,Sell,Buy (1) ,Strong Sell,123.0,-0.89,ARCLK,2023-03-23,AL,123.20,SAT,126.89,SAT,127.34,AL,115.74,AL,105.10,AL,88.22,AL,Buy (7)
53.383,Neutral,44.744,Sell,0.000,Oversold,0.700,Buy,1.4257,High Volatility,31.819,Buy,-24.3371,Neutral,0.0000,Neutral,43.261,Sell,6.662,Buy,-54.753,Neutral,0.1440,Buy,Buy (4) ,Buy,28.5,-1.04,SOKM,2023-03-23,SAT,29.13,SAT,29.40,AL,28.16,AL,26.89,AL,26.01,AL,21.53,AL,Buy (8)
53.261,Neutral,53.125,Neutral,13.436,Oversold,2.230,Buy,5.1143,High Volatility,28.951,Neutral,-4.7314,Neutral,0.0000,Neutral,42.257,Sell,2.484,Buy,-60.625,Sell,1.4120,Buy,Buy (3) ,Buy,140.1,-0.28,BIMAS,2023-03-23,SAT,142.00,SAT,141.59,AL,139.77,AL,133.89,AL,133.61,AL,119.55,AL,Buy (8)
45.874,Neutral,29.156,Sell,35.432,Sell,-0.087,Sell,0.1886,Less Volatility,29.295,Buy,-56.0295,Sell,-0.0329,Sell,42.954,Sell,0.485,Buy,-66.667,Sell,-0.0740,Sell,Buy (2) ,Strong Sell,4.15,+1.47,ALMAD,2023-03-23,AL,4.078,SAT,4.214,SAT,4.215,SAT,4.374,SAT,5.195,SAT,4.294,SAT,Buy (2)
49.711,Neutral,29.125,Sell,38.512,Sell,-0.026,Sell,0.3357,High Volatility,29.243,Neutral,-42.1311,Neutral,-0.0114,Sell,44.053,Sell,-2.273,Sell,-63.077,Sell,0.0180,Buy,Buy (1) ,Strong Sell,4.72,-1.05,MEPET,2023-03-23,AL,4.658,SAT,4.777,SAT,4.767,AL,4.708,SAT,5.136,AL,4.415,neutral,Buy (6)
71.590,Buy,74.045,Buy,64.884,Buy,34.640,Buy,27.4071,High Volatility,60.729,Buy,124.2406,Buy,50.5929,Buy,56.850,Buy,41.271,Buy,-14.371,Overbought,116.2600,Buy,Buy (10) ,Strong Buy,369.5,+0.90,ALFAS,2023-03-23,AL,357.26,AL,328.42,AL,282.82,AL,246.52,AL,208.43,AL,104.21,AL,Buy (12)
47.274,Neutral,25.462,Sell,37.075,Sell,-0.217,Sell,1.0586,Less Volatility,47.376,Sell,-71.0912,Sell,-0.4386,Sell,37.418,Sell,-14.525,Sell,-72.222,Sell,-1.0300,Sell,Buy (0) ,Strong Sell,18.22,+2.36,KRDMA,2023-03-23,AL,17.914,SAT,18.531,SAT,19.525,SAT,18.502,AL,16.079,AL,12.644,AL,Buy (7)
66.548,Buy,45.993,Neutral,77.155,Overbought,0.368,Buy,0.3821,Less Volatility,42.992,Buy,176.1848,Buy,0.1007,Buy,43.286,Sell,6.122,Buy,-24.490,Buy,0.5120,Buy,Buy (8) ,Strong Buy,8.84,+3.39,BJKAS,2023-03-23,AL,8.582,AL,8.526,AL,8.330,AL,7.377,AL,6.578,AL,5.953,AL,Buy (12)
62.648,Buy,53.292,Neutral,8.359,Oversold,1.398,Buy,1.0779,High Volatility,82.053,Overbought,40.6574,Neutral,0.2507,Buy,52.165,Buy,85.230,Buy,-45.550,Neutral,1.1940,Buy,Buy (6) ,Strong Buy,9.25,-2.01,MARKA,2023-03-23,SAT,9.490,SAT,9.655,AL,7.431,AL,5.341,AL,4.782,AL,3.836,AL,Buy (9)
38.214,Sell,25.215,Sell,35.058,Sell,-1.367,Sell,1.3271,Less Volatility,38.183,Sell,-96.9279,Sell,-1.3357,Sell,34.284,Sell,-7.467,Sell,-81.439,Oversold,-2.1640,Sell,Buy (0) ,Strong Sell,30.96,-1.21,AKSEN,2023-03-23,SAT,31.040,SAT,32.110,SAT,33.467,SAT,35.523,SAT,41.623,SAT,36.189,SAT,Buy (0)
52.544,Neutral,20.216,Sell,19.445,Oversold,0.033,Buy,0.1093,Less Volatility,40.226,Buy,-57.2326,Sell,0.0000,Neutral,36.891,Sell,2.847,Buy,-74.286,Sell,0.0140,Buy,Buy (4) ,Neutral,2.9,+1.75,ITTFH,2023-03-23,AL,2.868,SAT,2.932,AL,2.884,AL,2.769,SAT,3.041,AL,2.418,AL,Buy (9)
49.322,Neutral,21.236,Sell,17.664,Oversold,0.080,Buy,1.8257,Less Volatility,22.681,Buy,-45.3415,Neutral,-0.0314,Sell,34.170,Sell,5.687,Buy,-77.843,Sell,-0.9920,Sell,Buy (3) ,Sell,28.54,+2.15,SNICA,2023-03-23,AL,28.40,SAT,29.66,SAT,29.01,AL,28.52,AL,24.55,AL,12.28,neutral,Buy (6)
44.990,Sell,16.057,Oversold,31.725,Sell,-0.067,Sell,0.1107,Less Volatility,35.493,Buy,-57.0337,Sell,-0.0307,Sell,32.809,Sell,-2.778,Sell,-75.610,Sell,-0.0320,Sell,Buy (1) ,Strong Sell,2.8,+0.72,DZGYO,2023-03-23,AL,2.758,SAT,2.809,SAT,2.859,SAT,2.969,SAT,3.457,SAT,2.984,SAT,Buy (2)
46.758,Neutral,15.628,Oversold,13.310,Oversold,-0.200,Sell,3.4071,Less Volatility,27.041,Buy,-66.0807,Sell,-1.8179,Sell,41.436,Sell,-3.297,Sell,-83.774,Oversold,-2.7060,Sell,Buy (1) ,Strong Sell,71.65,+0.56,ALARK,2023-03-23,AL,71.710,SAT,73.335,SAT,75.600,AL,71.782,SAT,76.157,AL,61.680,neutral,Buy (6)
45.926,Neutral,40.060,Sell,47.941,Neutral,-0.160,Sell,0.3293,Less Volatility,30.031,Sell,-62.6547,Sell,-0.0414,Sell,40.430,Sell,-5.726,Sell,-69.828,Sell,-0.0220,Sell,Buy (0) ,Strong Sell,6.75,+0.45,CONSE,2023-03-23,SAT,6.82,SAT,6.77,SAT,6.90,SAT,7.23,SAT,8.81,AL,6.59,SAT,Buy (1)
44.500,Sell,36.833,Sell,31.020,Sell,-0.111,Sell,0.2421,Less Volatility,39.340,Sell,-59.6749,Sell,-0.0864,Sell,40.443,Sell,-12.745,Sell,-75.214,Sell,-0.1640,Sell,Buy (0) ,Strong Sell,5.34,-0.56,HURGZ,2023-03-23,SAT,5.380,SAT,5.341,SAT,5.689,SAT,5.635,SAT,5.397,AL,3.785,SAT,Buy (4)
49.581,Neutral,43.151,Sell,28.828,Sell,1.540,Buy,8.5571,Less Volatility,30.900,Sell,-67.6501,Sell,-0.6857,Sell,39.896,Sell,-5.542,Sell,-70.137,Sell,-3.8280,Sell,Buy (1) ,Strong Sell,152.4,+0.66,KONTR,2023-03-23,SAT,158.34,SAT,155.15,SAT,158.15,AL,149.52,SAT,156.11,AL,100.86,SAT,Buy (4)
