RSI(14)_value,RSI(14)_status,"STOCH(9,6)_value","STOCH(9,6)_status",STOCHRSI(14)_value,STOCHRSI(14)_status,"MACD(12,26)_value","MACD(12,26)_status",ATR(14)_value,ATR(14)_status,ADX(14)_value,ADX(14)_status,CCI(14)_value,CCI(14)_status,Highs/Lows(14)_value,Highs/Lows(14)_status,UO_value,UO_status,ROC_value,ROC_status,WilliamsR_value,WilliamsR_status,BullBear(13)_value,BullBear(13)_status,Summary_value,Summary_status,Fiyat,Degisim,Hisse,Tarih,MA5_state,MA5_value,MA10_state,MA10_value,MA20_state,MA20_value,MA50_state,MA50_value,MA100_state,MA100_value,MA200_state,MA200_value,Summary_state,Summary_value
50.542,Neutral,35.584,Sell,0.000,Oversold,0.000,Neutral,0.3529,Less Volatility,29.660,Buy,-26.4440,Neutral,0.0000,Neutral,55.244,Buy,8.800,Buy,-53.175,Neutral,0.0260,Buy,Buy (4) ,Buy,6.79,-0.44,KIMMR,2023-03-23,SAT,6.87,SAT,6.97,AL,6.69,SAT,6.91,SAT,7.66,SAT,6.92,SAT,Buy (3)
61.312,Buy,36.027,Sell,9.488,Oversold,1.160,Buy,1.2429,Less Volatility,49.200,Buy,13.3467,Neutral,0.0000,Neutral,45.418,Sell,14.101,Buy,-46.544,Neutral,0.9280,Buy,Buy (5) ,Buy,19.4,-0.51,TNZTP,2023-03-23,SAT,19.49,SAT,19.87,AL,18.61,AL,16.02,AL,8.01,AL,4.01,AL,Buy (9)
38.479,Sell,18.693,Oversold,33.360,Sell,-0.159,Sell,0.1286,Less Volatility,40.634,Neutral,-85.0018,Sell,-0.1864,Sell,28.145,Oversold,-9.375,Sell,-80.769,Oversold,-0.3080,Sell,Buy (0) ,Strong Sell,4.36,+1.40,TSGYO,2023-03-23,AL,4.308,SAT,4.459,SAT,4.669,SAT,4.836,SAT,5.053,SAT,4.959,SAT,Buy (1)
59.367,Buy,45.059,Neutral,66.163,Buy,9.370,Buy,18.2357,Less Volatility,31.626,Buy,177.8681,Buy,3.7571,Buy,51.153,Buy,12.794,Buy,-33.396,Buy,39.8780,Buy,Buy (10) ,Strong Buy,277.7,+4.16,GESAN,2023-03-23,AL,268.14,AL,266.94,AL,260.11,AL,236.87,AL,238.29,AL,154.68,AL,Buy (12)
58.805,Buy,55.510,Buy,58.764,Buy,0.130,Buy,0.3093,High Volatility,38.019,Buy,52.8000,Buy,0.0000,Neutral,48.988,Sell,2.222,Buy,-29.091,Buy,0.4980,Buy,Buy (9)  ,Strong Buy,5.98,+0.84,IZFAS,2023-03-23,AL,5.84,AL,5.76,AL,5.75,AL,5.36,AL,5.42,AL,4.38,AL,Buy (12)
40.656,Sell,20.238,Sell,8.538,Oversold,-0.200,Sell,0.3336,Less Volatility,35.707,Sell,-113.3015,Sell,-0.3479,Sell,25.726,Oversold,-5.362,Sell,-87.302,Oversold,-0.4740,Sell,Buy (0) ,Strong Sell,7.06,+0.57,KRPLS,2023-03-23,SAT,7.10,SAT,7.40,SAT,7.51,SAT,7.76,SAT,9.01,AL,6.82,SAT,Buy (1)
37.546,Sell,30.762,Sell,0.000,Oversold,-0.510,Sell,1.7450,Less Volatility,33.298,Sell,-187.3759,Sell,-2.8521,Sell,30.968,Sell,-13.532,Sell,-94.811,Oversold,-3.6820,Sell,Buy (0) ,Strong Sell,20.32,-6.27,RUBNS,2023-03-23,SAT,21.85,SAT,23.32,SAT,23.28,SAT,23.40,SAT,26.37,SAT,20.63,SAT,Buy (0)
41.544,Sell,29.044,Sell,11.896,Oversold,-0.202,Sell,0.8393,Less Volatility,37.479,Neutral,-125.2867,Sell,-1.2664,Sell,40.154,Sell,-13.364,Sell,-84.635,Oversold,-1.7660,Sell,Buy (0) ,Strong Sell,16.67,+1.03,KAREL,2023-03-23,SAT,17.108,SAT,17.991,SAT,18.441,SAT,17.617,SAT,17.946,AL,12.753,SAT,Buy (3)
43.679,Sell,18.734,Oversold,5.648,Oversold,-0.100,Sell,0.3557,Less Volatility,25.644,Neutral,-113.1529,Sell,-0.2214,Sell,26.611,Oversold,0.000,Neutral,-92.248,Oversold,-0.4020,Sell,Buy (0) ,Sell,5.19,0.00,DERHL,2023-03-23,SAT,5.28,SAT,5.52,SAT,5.46,SAT,5.66,SAT,6.25,AL,5.00,SAT,Buy (2)
48.764,Neutral,22.989,Sell,77.982,Overbought,-0.170,Sell,1.3043,Less Volatility,29.898,Sell,-63.9717,Sell,0.0000,Neutral,32.584,Sell,-10.729,Sell,-60.294,Sell,-1.8140,Sell,Buy (0) ,Strong Sell,17.97,+9.98,NIBAS,2023-03-23,AL,16.926,AL,17.581,SAT,19.107,AL,17.533,AL,16.007,AL,12.628,AL,Buy (10)
54.995,Neutral,44.580,Sell,36.126,Sell,2.470,Buy,5.4286,High Volatility,39.673,Buy,40.9875,Neutral,0.0000,Neutral,56.062,Buy,5.749,Buy,-60.772,Sell,3.2880,Buy,Buy (5) ,Buy,95.95,-0.16,ESCAR,2023-03-23,SAT,98.39,AL,93.95,AL,92.88,AL,88.42,AL,86.35,AL,67.69,AL,Buy (10)
39.144,Sell,18.212,Oversold,6.116,Oversold,-0.330,Sell,0.3800,Less Volatility,30.515,Sell,-101.6059,Sell,-0.3964,Sell,34.286,Sell,-5.030,Sell,-90.643,Oversold,-0.5160,Sell,Buy (0) ,Strong Sell,7.96,+0.38,MANAS,2023-03-23,SAT,8.00,SAT,8.30,SAT,8.44,SAT,9.06,SAT,11.03,SAT,8.26,SAT,Buy (0)
44.128,Sell,32.703,Sell,14.726,Oversold,-0.170,Sell,3.1321,Less Volatility,44.497,Sell,-137.0119,Sell,-3.1214,Sell,41.796,Sell,-10.029,Sell,-90.909,Oversold,-5.0860,Sell,Buy (0) ,Strong Sell,78.4,-1.32,AKSA,2023-03-23,SAT,80.33,SAT,81.52,SAT,84.68,SAT,79.87,SAT,82.07,AL,71.06,SAT,Buy (2)
45.420,Neutral,38.400,Sell,31.365,Sell,-0.169,Sell,0.4129,Less Volatility,28.487,Sell,-93.0269,Sell,-0.0786,Sell,46.197,Sell,-2.717,Sell,-70.238,Sell,-0.2860,Sell,Buy (0) ,Strong Sell,8.95,+0.79,SEKFK,2023-03-23,SAT,8.956,SAT,9.104,SAT,9.218,SAT,9.480,SAT,10.105,AL,8.419,SAT,Buy (2)
40.117,Sell,24.060,Sell,0.000,Oversold,-0.080,Sell,0.1157,Less Volatility,36.698,Sell,-137.7104,Sell,-0.1393,Sell,34.430,Sell,-4.144,Sell,-97.436,Oversold,-0.2040,Sell,Buy (0) ,Strong Sell,3.47,-0.86,OYLUM,2023-03-23,SAT,3.548,SAT,3.604,SAT,3.637,SAT,3.771,SAT,4.169,SAT,3.716,SAT,Buy (0)
51.585,Neutral,49.050,Neutral,22.912,Oversold,0.270,Buy,2.1043,High Volatility,23.033,Neutral,0.6360,Neutral,0.0000,Neutral,38.806,Sell,15.221,Buy,-51.481,Neutral,0.0580,Buy,Buy (3) ,Buy,24.8,-0.88,BRKVY,2023-03-23,SAT,26.22,SAT,25.76,AL,24.31,SAT,25.20,AL,17.32,AL,8.66,SAT,Buy (5)
53.798,Neutral,54.311,Neutral,37.948,Sell,0.330,Buy,0.9586,High Volatility,31.747,Neutral,45.8614,Neutral,0.0000,Neutral,44.199,Sell,13.047,Buy,-44.625,Buy,0.7680,Buy,Buy (4) ,Buy,14.78,-1.66,GZNMI,2023-03-23,SAT,15.03,SAT,14.98,AL,14.17,AL,13.98,SAT,15.79,SAT,15.76,SAT,Buy (4)
58.038,Buy,37.073,Sell,48.210,Neutral,10.370,Buy,21.0429,Less Volatility,31.702,Buy,1.6416,Neutral,0.0000,Neutral,54.928,Buy,1.462,Buy,-45.566,Neutral,19.6660,Buy,Buy (6) ,Strong Buy,595.7,+0.71,FROTO,2023-03-23,AL,576.46,AL,585.41,AL,586.45,AL,541.55,AL,488.72,AL,402.19,AL,Buy (12)
87.546,Overbought,70.942,Buy,100.000,Overbought,4.493,Buy,2.8414,High Volatility,58.388,Buy,165.4029,Buy,9.8250,Buy,73.450,Overbought,95.602,Buy,-3.830,Overbought,17.2820,Buy,Buy (7) ,Strong Buy,37.0,+6.81,DGGYO,2023-03-23,AL,33.436,AL,29.122,AL,24.291,AL,19.208,AL,18.044,AL,15.167,AL,Buy (12)
74.740,Buy,63.963,Buy,100.000,Overbought,0.867,Buy,1.2229,High Volatility,48.229,Buy,140.5942,Buy,2.4393,Buy,55.674,Buy,23.910,Buy,-8.348,Overbought,3.5680,Buy,Buy (9) ,Strong Buy,24.8,+5.53,IZINV,2023-03-23,AL,23.340,AL,22.574,AL,21.157,AL,20.797,AL,22.033,AL,19.513,AL,Buy (12)
33.809,Sell,32.547,Sell,6.705,Oversold,-0.990,Sell,0.9450,Less Volatility,30.039,Sell,-167.3856,Sell,-2.2850,Sell,34.759,Sell,-15.026,Sell,-92.678,Oversold,-3.6700,Sell,Buy (0) ,Strong Sell,19.52,+1.04,KRVGD,2023-03-23,SAT,20.23,SAT,21.70,SAT,22.16,SAT,23.50,SAT,23.63,AL,17.36,SAT,Buy (2)
53.585,Neutral,68.362,Buy,100.000,Overbought,0.050,Buy,1.6786,Less Volatility,30.461,Buy,189.3233,Buy,1.2114,Buy,49.621,Neutral,12.000,Buy,-4.661,Overbought,2.3620,Buy,Buy (7) ,Strong Buy,27.12,+4.47,ISSEN,2023-03-23,AL,25.63,AL,24.97,AL,25.19,AL,25.77,AL,25.47,AL,18.66,AL,Buy (12)
48.007,Neutral,30.934,Sell,0.000,Oversold,0.189,Buy,1.0986,High Volatility,31.320,Neutral,-82.9946,Sell,-0.4943,Sell,37.972,Sell,9.242,Buy,-70.466,Sell,-0.7100,Sell,Buy (2) ,Strong Sell,14.43,0.00,ISGSY,2023-03-23,SAT,14.756,SAT,15.428,SAT,14.680,AL,14.195,AL,14.413,AL,11.826,SAT,Buy (5)
43.438,Sell,21.247,Sell,24.150,Oversold,-1.022,Sell,2.2564,Less Volatility,28.011,Neutral,-93.9116,Sell,-1.5764,Sell,34.631,Sell,-4.172,Sell,-78.082,Sell,-3.5600,Sell,Buy (0) ,Strong Sell,47.7,+2.10,CEMTS,2023-03-23,AL,47.212,SAT,49.747,SAT,50.657,SAT,50.771,SAT,52.998,AL,42.532,SAT,Buy (3)
42.689,Sell,29.465,Sell,26.648,Sell,-0.912,Sell,1.3957,Less Volatility,23.617,Neutral,-82.2193,Sell,-0.1371,Sell,42.343,Sell,-1.838,Sell,-80.729,Oversold,-0.5720,Sell,Buy (0) ,Strong Sell,29.88,0.00,SAYAS,2023-03-23,SAT,30.084,SAT,30.258,SAT,30.631,SAT,33.005,SAT,34.695,AL,25.299,SAT,Buy (2)
47.356,Neutral,20.314,Sell,21.149,Oversold,-0.200,Sell,0.7121,Less Volatility,29.477,Buy,-60.5428,Sell,-0.2414,Sell,39.227,Sell,-4.485,Sell,-75.578,Sell,-0.3360,Sell,Buy (1) ,Strong Sell,15.76,+1.22,TRGYO,2023-03-23,AL,15.64,SAT,16.02,SAT,16.22,SAT,16.24,SAT,16.29,AL,12.60,SAT,Buy (5)
42.770,Sell,27.517,Sell,25.898,Sell,-0.198,Sell,0.3829,Less Volatility,37.444,Neutral,-74.9114,Sell,-0.2864,Sell,32.191,Sell,-5.820,Sell,-76.374,Sell,-0.1440,Sell,Buy (0) ,Strong Sell,9.68,-0.21,TURSG,2023-03-23,AL,9.638,SAT,9.892,SAT,10.027,SAT,10.263,SAT,10.852,AL,8.434,SAT,Buy (3)
46.838,Neutral,32.674,Sell,16.878,Oversold,-3.332,Sell,16.7286,Less Volatility,27.419,Neutral,-76.3827,Sell,-8.3714,Sell,44.720,Sell,-0.083,Sell,-77.134,Sell,-8.0440,Sell,Buy (0) ,Strong Sell,482.1,+0.19,PGSUS,2023-03-23,SAT,484.640,SAT,490.590,SAT,495.565,SAT,493.004,AL,456.843,AL,337.013,SAT,Buy (4)
35.064,Sell,24.633,Sell,23.230,Oversold,-19.280,Sell,16.4500,Less Volatility,60.772,Sell,-98.3884,Sell,-20.5857,Sell,29.971,Oversold,-41.902,Sell,-92.615,Oversold,-54.7580,Sell,Buy (0) ,Strong Sell,156.3,-3.16,ULUSE,2023-03-23,SAT,162.32,SAT,167.86,SAT,224.01,SAT,221.02,SAT,202.80,SAT,178.31,SAT,Buy (0)
42.175,Sell,32.961,Sell,26.516,Sell,-0.050,Sell,0.1671,Less Volatility,32.826,Sell,-75.4886,Sell,-0.0721,Sell,45.842,Sell,-7.054,Sell,-70.588,Sell,-0.2320,Sell,Buy (0) ,Strong Sell,4.5,+1.58,ZRGYO,2023-03-23,SAT,4.49,SAT,4.54,SAT,4.72,SAT,4.60,SAT,4.87,AL,4.27,SAT,Buy (3)
42.287,Sell,19.380,Oversold,6.483,Oversold,-0.170,Sell,0.5200,Less Volatility,39.857,Sell,-109.9562,Sell,-0.5336,Sell,30.986,Sell,-3.901,Sell,-91.163,Oversold,-0.7240,Sell,Buy (0) ,Strong Sell,10.84,0.00,FADE,2023-03-23,SAT,10.99,SAT,11.41,SAT,11.49,SAT,11.47,SAT,12.07,AL,10.07,SAT,Buy (2)
39.417,Sell,24.751,Sell,16.711,Oversold,-2.090,Sell,2.0786,Less Volatility,28.636,Sell,-113.7690,Sell,-2.0486,Sell,34.614,Sell,-6.836,Sell,-86.079,Oversold,-3.3960,Sell,Buy (0) ,Strong Sell,38.2,+0.10,KONKA,2023-03-23,SAT,38.96,SAT,39.92,SAT,41.52,SAT,45.26,SAT,52.57,SAT,39.82,SAT,Buy (0)
49.122,Neutral,34.557,Sell,38.041,Sell,-0.130,Sell,1.3729,Less Volatility,42.788,Buy,-43.8739,Neutral,-0.0529,Sell,33.633,Sell,2.861,Buy,-72.936,Sell,-0.1280,Sell,Buy (2) ,Strong Sell,28.74,-0.35,BIZIM,2023-03-23,SAT,28.91,SAT,29.45,SAT,28.97,SAT,29.44,SAT,30.03,AL,25.85,SAT,Buy (3)
46.323,Neutral,27.472,Sell,19.713,Oversold,-0.041,Sell,0.3050,Less Volatility,29.293,Sell,-113.6555,Sell,-0.1829,Sell,42.955,Sell,-14.357,Sell,-83.217,Oversold,-0.2620,Sell,Buy (0) ,Strong Sell,5.12,+0.59,YAYLA,2023-03-23,SAT,5.144,SAT,5.333,SAT,5.352,SAT,5.245,SAT,5.887,AL,5.114,SAT,Buy (2)
56.875,Buy,42.358,Sell,52.222,Neutral,2.130,Buy,3.5821,Less Volatility,29.837,Buy,-0.7355,Neutral,0.0000,Neutral,47.381,Sell,4.231,Buy,-40.704,Buy,0.8620,Buy,Buy (6) ,Strong Buy,59.75,+4.37,KLKIM,2023-03-23,AL,58.11,AL,58.90,AL,58.73,AL,51.16,AL,46.44,AL,36.90,AL,Buy (12)
39.014,Sell,16.139,Oversold,12.575,Oversold,-1.062,Sell,1.6864,Less Volatility,45.474,Sell,-104.7794,Sell,-2.0200,Sell,33.239,Sell,-19.193,Sell,-90.057,Oversold,-3.1540,Sell,Buy (0) ,Strong Sell,18.02,+0.17,BEYAZ,2023-03-23,SAT,18.110,SAT,19.465,SAT,20.815,SAT,21.383,SAT,19.370,AL,15.491,SAT,Buy (2)
41.689,Sell,26.198,Sell,33.593,Sell,-0.690,Sell,0.8064,Less Volatility,17.319,Neutral,-101.5794,Sell,-0.2007,Sell,37.617,Sell,-1.859,Sell,-82.273,Oversold,-0.5180,Sell,Buy (0) ,Strong Sell,19.01,+0.16,ATATP,2023-03-23,SAT,19.13,SAT,19.34,SAT,19.54,SAT,21.31,SAT,24.09,SAT,22.92,SAT,Buy (0)
41.322,Sell,41.952,Sell,60.488,Buy,-0.931,Sell,1.4643,Less Volatility,39.941,Sell,-90.2144,Sell,-0.1471,Sell,49.484,Neutral,-4.989,Sell,-62.212,Sell,-2.0300,Sell,Buy (1) ,Strong Sell,35.82,-0.11,SELEC,2023-03-23,AL,35.580,SAT,36.328,SAT,37.511,SAT,38.819,AL,35.008,AL,27.167,SAT,Buy (5)
57.433,Buy,42.295,Sell,0.000,Oversold,1.039,Buy,1.3021,High Volatility,55.530,Buy,-1.2476,Neutral,0.0000,Neutral,48.102,Sell,36.386,Buy,-52.252,Neutral,0.3440,Buy,Buy (5) ,Buy,11.34,-1.22,KRGYO,2023-03-23,SAT,11.806,SAT,12.293,AL,10.520,AL,8.680,AL,8.726,AL,7.950,AL,Buy (8)
55.811,Buy,54.907,Neutral,59.086,Buy,0.604,Buy,1.6971,Less Volatility,39.501,Buy,26.3787,Neutral,0.0000,Neutral,40.035,Sell,1.387,Buy,-36.916,Buy,0.7100,Buy,Buy (7) ,Strong Buy,38.0,-0.52,RALYH,2023-03-23,AL,37.720,AL,37.226,AL,37.541,AL,35.512,AL,33.729,AL,25.814,AL,Buy (12)
38.431,Sell,17.749,Oversold,38.778,Sell,-6.910,Sell,4.9536,Less Volatility,26.111,Buy,-48.0051,Neutral,-0.2964,Sell,39.225,Sell,-8.605,Sell,-84.615,Oversold,-1.6800,Sell,Buy (1) ,Strong Sell,61.5,-2.07,CANTE,2023-03-23,AL,61.25,AL,61.50,SAT,65.01,SAT,83.95,SAT,112.77,SAT,96.83,SAT,Buy (3)
47.225,Neutral,39.728,Sell,100.000,Overbought,-1.080,Sell,1.0043,High Volatility,29.607,Sell,-60.9111,Sell,0.0000,Neutral,43.686,Sell,-0.592,Sell,-29.257,Buy,-1.7720,Sell,Buy (1) ,Strong Sell,20.14,+9.93,KLRHO,2023-03-23,AL,18.85,AL,19.44,AL,20.01,SAT,22.62,SAT,25.67,SAT,22.01,neutral,Buy (6)
68.467,Buy,59.829,Buy,62.915,Buy,7.495,Buy,7.1321,Less Volatility,39.716,Buy,142.7768,Buy,2.5286,Buy,57.521,Buy,15.318,Buy,-16.021,Overbought,13.8460,Buy,Buy (10) ,Strong Buy,112.6,-2.09,YUNSA,2023-03-23,AL,110.160,AL,107.750,AL,103.885,AL,85.468,AL,83.541,AL,64.113,AL,Buy (12)
55.943,Buy,30.420,Sell,49.688,Neutral,0.114,Buy,0.2871,Less Volatility,44.468,Buy,0.5808,Neutral,0.0000,Neutral,38.086,Sell,6.515,Buy,-54.286,Neutral,0.1320,Buy,Buy (5) ,Buy,7.03,+0.43,GEDIK,2023-03-23,AL,6.968,AL,7.029,AL,6.950,AL,6.603,AL,6.518,AL,5.969,AL,Buy (12)
46.016,Neutral,20.968,Sell,23.409,Oversold,-0.021,Sell,0.1929,Less Volatility,31.298,Buy,-114.1487,Sell,-0.0821,Sell,28.579,Oversold,0.000,Neutral,-85.484,Oversold,-0.1080,Sell,Buy (1) ,Sell,4.68,-0.64,AGYO,2023-03-23,SAT,4.712,SAT,4.813,SAT,4.792,SAT,4.777,SAT,4.988,SAT,5.058,SAT,Buy (0)
53.496,Neutral,29.647,Sell,25.507,Sell,0.070,Buy,0.3743,Less Volatility,26.842,Buy,10.0431,Neutral,0.0000,Neutral,34.328,Sell,-3.566,Sell,-68.224,Sell,0.5080,Buy,Buy (3) ,Sell,6.22,-0.80,ERSU,2023-03-23,AL,6.144,AL,6.118,AL,6.196,AL,5.845,AL,5.806,AL,5.051,AL,Buy (12)
39.799,Sell,26.280,Sell,46.671,Neutral,-0.681,Sell,0.7486,Less Volatility,19.813,Neutral,-100.0897,Sell,-0.6114,Sell,36.285,Sell,-11.132,Sell,-87.681,Oversold,-1.1040,Sell,Buy (0) ,Strong Sell,14.13,-0.63,TRCAS,2023-03-23,SAT,14.528,SAT,14.637,SAT,15.614,SAT,16.419,SAT,19.133,SAT,15.696,SAT,Buy (0)
37.939,Sell,24.081,Sell,8.842,Oversold,-0.787,Sell,1.0457,Less Volatility,35.852,Sell,-130.2649,Sell,-1.8329,Sell,31.434,Sell,-10.700,Sell,-89.354,Oversold,-3.0740,Sell,Buy (0) ,Strong Sell,22.66,+1.07,TATGD,2023-03-23,SAT,23.228,SAT,24.334,SAT,24.949,SAT,25.553,SAT,28.897,SAT,24.528,SAT,Buy (0)
44.796,Sell,24.116,Sell,19.052,Oversold,-0.583,Sell,2.3286,Less Volatility,30.252,Neutral,-99.7385,Sell,-1.6821,Sell,40.003,Sell,-3.905,Sell,-83.130,Oversold,-2.4220,Sell,Buy (0) ,Strong Sell,48.66,+0.83,ISMEN,2023-03-23,SAT,49.152,SAT,50.365,SAT,51.038,SAT,50.530,SAT,49.672,AL,37.569,SAT,Buy (3)
38.424,Sell,35.143,Sell,35.236,Sell,-0.220,Sell,0.1571,Less Volatility,41.697,Sell,-105.1277,Sell,-0.1521,Sell,41.998,Sell,-7.298,Sell,-72.222,Sell,-0.3700,Sell,Buy (0) ,Strong Sell,4.69,+1.52,HUBVC,2023-03-23,SAT,4.706,SAT,4.829,SAT,5.056,SAT,5.415,SAT,6.113,SAT,5.414,SAT,Buy (0)
48.470,Neutral,28.457,Sell,30.825,Sell,-0.832,Sell,6.6214,High Volatility,19.461,Neutral,-20.6115,Neutral,0.0000,Neutral,36.085,Sell,2.833,Buy,-77.315,Sell,1.7480,Buy,Buy (2) ,Sell,109.0,-0.27,JANTS,2023-03-23,AL,108.780,SAT,110.490,SAT,109.525,SAT,111.979,SAT,122.693,AL,101.429,SAT,Buy (3)
32.240,Sell,24.031,Sell,11.367,Oversold,-0.800,Sell,0.5250,Less Volatility,28.689,Sell,-132.4411,Sell,-0.9193,Sell,29.773,Oversold,-9.975,Sell,-90.310,Oversold,-1.3700,Sell,Buy (0) ,Strong Sell,14.17,+0.21,GOODY,2023-03-23,SAT,14.39,SAT,14.99,SAT,15.60,SAT,17.00,SAT,18.48,SAT,14.85,SAT,Buy (0)
39.917,Sell,20.436,Sell,6.706,Oversold,-1.090,Sell,1.3571,Less Volatility,42.763,Sell,-109.7974,Sell,-1.6957,Sell,34.511,Sell,-6.111,Sell,-91.060,Oversold,-2.4200,Sell,Buy (0) ,Strong Sell,27.08,+0.97,ANGEN,2023-03-23,SAT,27.42,SAT,28.29,SAT,29.12,SAT,30.73,SAT,35.41,SAT,33.34,SAT,Buy (0)
40.664,Sell,16.751,Oversold,3.438,Oversold,-0.321,Sell,0.4943,Less Volatility,21.618,Buy,-129.7341,Sell,-0.3936,Sell,34.331,Sell,-2.660,Sell,-100.000,Oversold,-0.7260,Sell,Buy (1) ,Strong Sell,7.32,-1.48,EDIP,2023-03-23,SAT,7.572,SAT,7.772,SAT,7.850,SAT,8.608,SAT,8.389,AL,5.917,SAT,Buy (2)
47.919,Neutral,35.121,Sell,78.956,Overbought,-1.640,Sell,2.5893,Less Volatility,39.673,Sell,-17.8880,Neutral,0.0000,Neutral,42.271,Sell,-3.249,Sell,-50.833,Neutral,-0.0760,Sell,Buy (0) ,Strong Sell,74.1,+1.51,KORDS,2023-03-23,AL,71.90,AL,72.75,SAT,76.19,SAT,77.33,SAT,78.93,AL,66.77,AL,Buy (7)
39.714,Sell,19.887,Oversold,12.019,Oversold,-0.390,Sell,0.5636,Less Volatility,45.355,Sell,-96.7020,Sell,-0.5129,Sell,34.501,Sell,-5.671,Sell,-85.944,Oversold,-0.6860,Sell,Buy (0) ,Strong Sell,8.16,+1.37,RTALB,2023-03-23,SAT,8.19,SAT,8.66,SAT,8.78,SAT,9.45,SAT,10.50,SAT,9.31,SAT,Buy (0)
54.090,Neutral,50.989,Neutral,40.918,Sell,0.829,Buy,2.3586,High Volatility,25.104,Buy,5.4745,Neutral,0.0000,Neutral,55.294,Buy,2.896,Buy,-52.511,Neutral,-0.8500,Sell,Buy (4) ,Buy,33.36,+6.92,SARKY,2023-03-23,SAT,33.568,AL,32.728,AL,32.744,AL,30.286,AL,29.627,AL,22.875,AL,Buy (11)
79.467,Overbought,75.155,Buy,93.648,Overbought,1.636,Buy,1.0457,Less Volatility,79.614,Overbought,147.6728,Buy,1.7950,Buy,63.058,Buy,22.346,Buy,-5.556,Overbought,3.6340,Buy,Buy (7) ,Strong Buy,19.81,-0.45,DOGUB,2023-03-23,AL,19.150,AL,18.302,AL,16.994,AL,14.001,AL,11.679,AL,9.005,AL,Buy (12)
41.609,Sell,15.886,Oversold,10.138,Oversold,-0.696,Sell,1.0686,Less Volatility,35.381,Sell,-94.2699,Sell,-1.1621,Sell,26.317,Oversold,-10.605,Sell,-92.371,Oversold,-0.9280,Sell,Buy (0) ,Strong Sell,16.12,-1.29,PRKME,2023-03-23,SAT,16.266,SAT,16.830,SAT,17.546,SAT,18.280,SAT,18.884,AL,14.460,SAT,Buy (2)
48.291,Neutral,33.605,Sell,0.761,Oversold,0.613,Buy,2.1171,Less Volatility,33.697,Neutral,-157.5054,Sell,-1.2100,Sell,45.732,Sell,-7.323,Sell,-83.333,Oversold,-2.8960,Sell,Buy (1) ,Strong Sell,36.72,+0.16,YATAS,2023-03-23,SAT,37.500,SAT,38.422,SAT,38.228,AL,35.216,AL,32.049,AL,24.021,neutral,Buy (6)
60.747,Buy,52.994,Neutral,79.504,Overbought,1.572,Buy,3.0964,Less Volatility,51.765,Buy,162.8564,Buy,1.1321,Buy,51.758,Buy,5.484,Buy,-28.743,Buy,6.2380,Buy,Buy (9) ,Strong Buy,65.3,-1.51,LOGO,2023-03-23,AL,64.300,AL,63.310,AL,61.188,AL,59.266,AL,60.162,AL,52.957,AL,Buy (12)
44.943,Sell,16.947,Oversold,7.499,Oversold,-0.002,Sell,0.4100,Less Volatility,32.170,Neutral,-104.6674,Sell,-0.2864,Sell,30.700,Sell,-7.133,Sell,-92.593,Oversold,-0.5340,Sell,Buy (0) ,Strong Sell,6.91,+1.02,DAGI,2023-03-23,SAT,6.990,SAT,7.109,SAT,7.344,SAT,6.911,AL,6.538,AL,5.251,SAT,Buy (4)
59.662,Buy,59.110,Buy,86.530,Overbought,0.536,Buy,1.4400,High Volatility,39.695,Buy,107.2900,Buy,1.2914,Buy,58.735,Buy,16.199,Buy,-36.025,Buy,2.7620,Buy,Buy (10) ,Strong Buy,25.62,-0.31,PKART,2023-03-23,SAT,25.700,AL,24.226,AL,23.181,AL,23.651,AL,25.305,AL,22.075,AL,Buy (11)
42.212,Sell,15.898,Oversold,10.907,Oversold,-0.630,Sell,1.6729,Less Volatility,31.072,Neutral,-101.5714,Sell,-1.6486,Sell,30.568,Sell,-3.483,Sell,-90.291,Oversold,-1.8620,Sell,Buy (0) ,Strong Sell,28.82,+0.77,AYEN,2023-03-23,SAT,28.956,SAT,30.780,SAT,30.615,SAT,31.169,SAT,34.965,AL,28.420,SAT,Buy (2)
48.955,Neutral,49.559,Neutral,0.000,Oversold,0.320,Buy,4.5714,Less Volatility,29.589,Neutral,-35.8023,Neutral,0.0000,Neutral,52.214,Buy,4.335,Buy,-70.667,Sell,-1.5180,Sell,Buy (3) ,Buy,108.3,-0.28,MAVI,2023-03-23,SAT,110.94,SAT,110.99,AL,108.04,SAT,109.77,SAT,110.80,AL,88.14,SAT,Buy (4)
51.015,Neutral,41.909,Sell,0.000,Oversold,1.400,Buy,3.5514,High Volatility,30.330,Buy,-10.8251,Neutral,0.0000,Neutral,46.084,Sell,10.244,Buy,-64.950,Sell,0.2220,Buy,Buy (4) ,Buy,45.02,-1.53,EPLAS,2023-03-23,SAT,47.548,SAT,47.674,SAT,45.280,AL,42.519,AL,36.090,AL,26.890,neutral,Buy (6)
42.368,Sell,17.364,Oversold,26.041,Sell,-0.820,Sell,0.9550,Less Volatility,20.044,Sell,-85.2387,Sell,-0.1107,Sell,36.408,Sell,-1.431,Sell,-83.972,Oversold,-0.7340,Sell,Buy (0) ,Strong Sell,13.74,-1.15,SANEL,2023-03-23,SAT,13.782,SAT,14.254,SAT,14.215,SAT,16.585,SAT,15.580,AL,12.400,SAT,Buy (2)
